Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Type_New,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Fat_Content_No_Fat,Item_Fat_Content_Regular,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Category_FD,Item_Category_NC,Item_Outlet_Sales
15.1,-1.8675056503986307,221.5456,2,1,Perishable,1,14.67,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2873.5928
5.825,-1.5267001557579034,162.4894,1,1,Non_Perishable,12,27.9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,323.5788
10.195,-2.6377136443481315,239.4538,2,1,Not_Sure,1,23.49,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3605.307
20.2,-1.8128199330511077,178.5028,3,1,Perishable,23,8.84,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4604.6728
12.3,-1.6405316715769194,248.346,1,1,Non_Perishable,12,20.19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,985.384
16.75,-2.9197161289435143,101.2674,3,1,Non_Perishable,23,6.05,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1528.011
11.1,-2.078029477010283,150.1366,1,3,Perishable,13,13.53,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1813.6392
9.195,-1.6685728021385708,100.1016,2,3,Perishable,11,10.89,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1416.8224
15.35,-2.123489573760637,147.3734,2,1,Perishable,25,9.6,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3266.4148
12.8,-2.5305517441665235,117.7492,2,3,Perishable,11,9.2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1274.3412
6.325,-1.6552317577998628,99.2042,1,2,Non_Perishable,6,15.68,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1388.8588
20.2,-2.793310417159989,153.534,2,1,Non_Perishable,25,7.6,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7503.566
6.17,-2.828190337723045,63.4826,2,1,Perishable,1,10.29,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,774.9912
6.98,-2.2675702981462686,81.6934,1,2,Non_Perishable,6,11.7,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,818.934
19.2,-1.9405692041749671,197.411,2,1,Non_Perishable,25,10.28,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5892.33
12.15,-1.5619751331402936,225.0404,1,2,Non_Perishable,6,18.52,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4950.8888
9.3,-2.4343552881284096,195.8136,1,2,Non_Perishable,3,21.06,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3693.8584
18.0,-2.904890816248225,79.3618,2,3,Non_Perishable,11,4.41,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,805.618
12.15,-1.6215929023240603,187.5872,1,2,Perishable,6,15.44,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4349.0056
13.5,-2.6333937001199064,79.496,1,2,Not_Sure,8,5.89,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1597.92
19.35,-1.9011789145867448,49.2034,1,2,Non_Perishable,3,2.54,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,777.6544
8.485,-2.09371238577145,103.199,3,1,Non_Perishable,23,12.16,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,722.393
6.3,-1.6438963753117959,210.527,1,3,Non_Perishable,13,33.42,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6291.81
20.85,-1.8061348260574668,225.3746,3,1,Not_Sure,23,10.81,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3365.619
15.5,-1.5679609309710094,48.4692,1,1,Non_Perishable,12,3.13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.2692
17.0,-1.5854298851634017,265.7884,1,2,Non_Perishable,8,15.63,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3974.826
10.5,-2.0270905978943063,81.896,2,1,Not_Sure,25,7.8,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1677.816
10.5,-2.1895041889116302,48.8376,3,1,Perishable,23,4.65,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,671.1264
9.3,-1.8594177454321665,143.9786,1,3,Non_Perishable,13,15.48,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2745.0934
13.5,-1.7573264877573072,86.254,1,3,Non_Perishable,25,6.39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,519.324
5.615,-1.6526989954765383,123.473,3,1,Non_Perishable,23,21.99,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1231.73
18.0,-2.197769270315116,171.1422,1,3,Non_Perishable,13,9.51,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2931.5174
13.35,-2.726124827283747,206.9638,1,2,Non_Perishable,3,15.5,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7247.233
7.26,-2.719353135955075,115.515,2,1,Perishable,25,15.91,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1631.21
7.02,-1.8882369191504575,148.1734,2,1,Perishable,1,21.11,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,890.8404
20.1,-2.4945199662262003,140.4154,1,1,Non_Perishable,12,6.99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,567.2616
14.65,-2.858222216691533,53.8614,1,2,Not_Sure,6,3.68,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1105.228
7.825,-1.5400558274229026,157.5288,1,3,Non_Perishable,13,20.13,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,942.7728
17.35,-2.710481694265777,74.1038,1,3,Non_Perishable,13,4.27,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,960.7494
16.35,-2.6523450604943837,98.141,2,1,Non_Perishable,1,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1544.656
15.2,-2.606271900653264,237.5248,1,2,Not_Sure,3,15.63,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3318.3472
18.7,-1.7630236062131017,121.4072,1,2,Non_Perishable,8,6.49,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3185.1872
15.2,-2.60889675835979,238.7248,3,1,Not_Sure,23,15.71,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1659.1736
17.85,-2.809957103001636,211.556,1,2,Not_Sure,6,11.85,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5752.512
14.8,-1.91294860981548,190.0846,1,2,Perishable,6,12.84,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4586.0304
15.85,-1.9065287275461296,176.237,1,2,Perishable,8,11.12,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2646.555
6.55,-2.0715467826809393,156.8288,1,3,Perishable,25,23.94,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,471.3864
18.85,-1.8475747578033355,126.6336,1,2,Non_Perishable,6,6.72,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1150.5024
16.7,-1.9837462253082265,120.3782,1,1,Perishable,12,7.21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119.1782
20.35,-1.8930215430261446,182.4292,2,3,Perishable,11,8.96,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4925.5884
9.195,-1.8765034865661043,79.0644,1,1,Non_Perishable,12,8.6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157.1288
15.3,-2.528876354981738,101.8332,2,1,Non_Perishable,1,6.66,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1025.332
16.5,-2.7673463133540537,38.7506,3,1,Non_Perishable,23,2.35,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,759.012
20.85,-1.824600332772891,104.5648,1,1,Perishable,12,5.02,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,207.7296
9.3,-2.730118116441244,199.9084,2,1,Not_Sure,25,21.5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5753.8436
10.6,-2.105500398237805,231.9642,1,2,Perishable,6,21.88,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2091.2778
5.15,-2.0664327957958992,121.8388,1,3,Perishable,13,23.66,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3219.8088
12.85,-1.5310903096075674,252.6382,1,2,Perishable,6,19.66,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3532.7348
20.25,-2.4784439809300123,180.0976,1,2,Non_Perishable,6,8.89,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3440.8544
17.6,-2.261910895090914,163.3526,3,1,Non_Perishable,23,9.28,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3453.5046
16.7,-1.7689799327454425,58.8562,1,1,Not_Sure,12,3.52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59.2562
15.0,-1.5217162072095993,105.9938,1,2,Not_Sure,8,7.07,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,428.7752
6.63,-2.819521226349253,55.8588,1,2,Not_Sure,6,8.43,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,801.6232
12.6,-1.9668483928407052,254.9356,2,1,Perishable,25,20.23,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8138.7392
15.5,-1.6525821774584513,178.2028,1,3,Perishable,13,11.5,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1416.8224
13.85,-2.3967620188333707,39.548,2,1,Not_Sure,25,2.86,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,759.012
9.895,-1.4662972327978465,237.4564,1,3,Non_Perishable,13,24.0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,715.0692
16.25,-2.3536511321065428,115.2176,1,2,Non_Perishable,3,7.09,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3206.4928
13.5,-1.4953699765111055,147.0102,1,2,Perishable,3,10.89,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2770.3938
17.7,-2.161395446081663,129.1678,1,2,Non_Perishable,6,7.3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1780.3492
8.185,-2.01135061136638,118.1808,1,3,Perishable,25,14.44,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,234.3616
13.85,-2.4768602389811245,161.221,1,2,Non_Perishable,3,11.64,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1794.331
6.92,-2.2975119950052356,61.4852,2,1,Perishable,1,8.89,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1314.2892
11.65,-2.6014226827208926,40.6164,1,3,Non_Perishable,13,3.49,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,308.9312
11.0,-2.1008847237502692,242.7512,2,1,Perishable,1,22.07,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1938.8096
17.75,-1.8038941419147125,242.1196,1,2,Non_Perishable,8,13.64,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4097.3332
5.695,-2.0123210759105907,258.8988,1,2,Perishable,6,45.46,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5396.9748
17.25,-2.3409970647174405,93.512,2,1,Perishable,1,5.42,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1491.392
10.5,-1.9153056229377274,46.7376,1,1,Perishable,12,4.45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.9376
16.2,-2.3647619243205957,73.9696,1,2,Non_Perishable,8,4.57,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,894.8352
17.6,-1.900726891593356,161.492,1,2,Non_Perishable,3,9.18,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3515.424
7.31,-2.4620540018017416,108.457,1,2,Not_Sure,3,14.84,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2306.997
14.15,-2.3066258693421666,124.0046,3,1,Not_Sure,23,8.76,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1618.5598
20.35,-1.5794029162445595,121.6072,2,1,Not_Sure,25,5.98,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3430.2016
7.97,-2.3514557379176027,171.8422,3,1,Non_Perishable,23,21.56,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2069.3064
9.895,-2.076096510493656,230.6642,1,3,Non_Perishable,13,23.31,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4647.284
10.695,-1.6425334144265906,121.144,1,3,Perishable,13,11.33,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1917.504
13.15,-2.1058390415120254,144.3812,1,2,Non_Perishable,3,10.98,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,284.9624
18.35,-2.7273932793074,224.0746,1,2,Non_Perishable,8,12.21,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1346.2476
15.7,-1.6676146798799178,132.2942,2,3,Non_Perishable,11,8.43,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2252.4014
5.785,-2.296108943490695,263.9252,3,1,Perishable,23,45.62,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6033.4796
19.1,-1.8100818794003377,233.5958,2,3,Perishable,11,12.23,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2336.958
6.15,-2.222718375035662,100.1384,2,1,Non_Perishable,25,16.28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2956.152
12.6,-1.870012516349098,109.7228,3,1,Perishable,23,8.71,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1547.3192
14.7,-1.9732895817608787,49.5034,1,2,Perishable,3,3.37,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,291.6204
20.2,-2.077612785931875,125.9678,2,3,Perishable,11,6.24,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2797.6916
14.15,-2.306320784341375,126.3046,1,2,Not_Sure,6,8.93,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2614.5966
8.785,-2.480231566687325,120.7414,2,1,Perishable,25,13.74,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4386.2904
17.6,-1.9066667686383965,161.492,2,1,Non_Perishable,25,9.18,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6391.68
18.2,-2.7673419582424317,140.818,2,3,Not_Sure,11,7.74,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3495.45
15.7,-2.4071838977092237,252.2724,2,1,Not_Sure,25,16.07,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5033.448
12.6,-1.9630503385088425,254.2356,1,2,Perishable,8,20.18,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4578.0408
16.2,-2.0507043561234157,100.37,1,2,Non_Perishable,6,6.2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,998.7
13.15,-2.237404159354959,182.595,3,1,Not_Sure,23,13.89,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3478.805
7.51,-1.7679820636720165,112.4544,1,2,Not_Sure,8,14.97,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2013.3792
13.85,-2.110218802917145,232.23,3,1,Perishable,23,16.77,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1398.18
9.1,-1.9157853764121917,47.4718,2,1,Non_Perishable,1,5.22,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,472.718
19.85,-2.215007820589012,125.602,1,2,Perishable,8,6.33,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,632.51
11.6,-1.9281582416969771,83.2276,3,1,Non_Perishable,23,7.17,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1543.3244
15.7,-2.449347744949439,169.379,2,1,Non_Perishable,1,10.79,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1528.011
18.6,-1.4552013760986278,46.3376,2,1,Perishable,25,2.49,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2109.2544
20.35,-2.2898537203985128,127.2678,3,1,Non_Perishable,23,6.25,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1017.3424
10.5,-2.494053873944189,218.4508,2,3,Perishable,11,20.8,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2821.6604
7.435,-1.3279833889530517,207.7638,1,1,Not_Sure,12,27.94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,621.1914
5.655,-1.8816452001005475,167.25,2,1,Perishable,1,29.58,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2330.3
11.1,-2.0769630775516776,152.8366,1,2,Perishable,8,13.77,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1662.5026
15.0,-2.180502951143468,65.4168,3,1,Non_Perishable,23,4.36,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1661.8368
14.15,-2.3286755780675823,39.3138,1,2,Non_Perishable,3,2.78,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,527.9794
15.85,-1.3033685895458986,59.522,1,3,Non_Perishable,25,3.76,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,299.61
12.5,-1.7310524761702626,80.6592,1,2,Perishable,3,6.45,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1651.184
20.35,-1.573689280019871,122.7072,2,1,Not_Sure,1,6.03,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1470.0864
8.85,-2.131728404070753,181.5292,1,2,Perishable,8,20.51,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1277.0044
7.55,-2.3984532713896294,122.4072,2,1,Perishable,1,16.21,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,857.5504
18.7,-2.3099061819650566,109.1886,1,2,Perishable,6,5.84,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1890.2062
12.5,-2.1280455714539093,105.099,1,3,Perishable,25,8.41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,103.199
12.6,-1.4936656755083815,210.2612,1,1,Not_Sure,12,16.69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,418.1224
9.395,-2.280322987636958,85.5908,2,3,Not_Sure,11,9.11,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1006.6896
7.21,-1.587198302174974,103.1332,1,2,Not_Sure,3,14.3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3281.0624
18.35,-2.4050741857605513,194.0162,2,1,Non_Perishable,1,10.57,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2886.243
11.3,-2.1254589460412108,93.3094,2,3,Perishable,11,8.26,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3046.7008
17.25,-1.8295914443935222,40.8822,2,1,Non_Perishable,1,2.37,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,628.5152
17.75,-1.617133248905804,113.5544,1,3,Non_Perishable,25,6.4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,223.7088
11.85,-2.1698583867470846,164.7526,1,3,Perishable,13,13.9,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1315.6208
9.6,-1.811262108848376,168.0158,2,1,Non_Perishable,1,17.5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1336.9264
12.15,-2.4773993424632486,119.144,1,2,Not_Sure,3,9.81,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2157.192
17.75,-1.94909590588892,112.4544,1,3,Non_Perishable,13,6.34,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2460.7968
20.35,-2.560192109307863,76.2328,2,1,Non_Perishable,1,3.75,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,463.3968
8.785,-2.534893893488293,120.5414,3,1,Perishable,23,13.72,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1583.9382
14.3,-1.6464756114665116,87.2224,2,1,Non_Perishable,25,6.1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3494.1184
6.11,-1.7719137818878345,131.2968,2,1,Perishable,1,21.49,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,913.4776
5.615,-1.8113988262567882,125.173,2,1,Non_Perishable,25,22.29,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3572.017
15.15,-2.7773640265842623,129.9284,1,2,Not_Sure,8,8.58,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2241.0828
10.5,-1.5717390728579166,159.4578,1,2,Perishable,8,15.19,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3048.6982
18.1,-2.543390286400163,93.6094,2,1,Perishable,25,5.17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3713.1666
16.7,-2.059416177768619,60.9562,3,1,Not_Sure,23,3.65,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,355.5372
9.035,-1.4414878020606592,148.9708,2,1,Perishable,1,16.49,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2257.062
11.0,-2.3056682868649756,38.448,2,3,Non_Perishable,11,3.5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1198.44
11.8,-1.6696115045018654,46.3402,1,2,Perishable,3,3.93,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,275.6412
10.695,-1.6399892835334506,121.844,2,1,Perishable,1,11.39,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2277.036
16.7,-2.300839475213256,146.2102,2,1,Not_Sure,25,8.76,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4228.4958
9.105,-2.296417380622904,33.79,1,2,Non_Perishable,3,3.71,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,199.74
16.2,-2.600660606984746,156.7972,2,3,Non_Perishable,11,9.68,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3739.1328
10.3,-1.5943137877712692,175.037,1,3,Non_Perishable,25,16.99,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,352.874
18.75,-2.1430214807508525,193.2504,1,2,Not_Sure,6,10.31,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2684.5056
13.3,-2.046184071090933,149.4708,1,2,Non_Perishable,6,11.24,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1354.2372
6.425,-2.836112609898285,115.8808,1,3,Non_Perishable,13,18.04,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1757.712
16.35,-2.576450088517406,53.2324,1,2,Perishable,8,3.26,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,727.0536
19.6,-2.25929596366937,48.8376,1,2,Non_Perishable,3,2.49,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,527.3136
18.2,-2.76583283274368,139.818,1,2,Not_Sure,3,7.68,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,838.908
19.0,-1.639784865022928,104.9622,2,3,Not_Sure,11,5.52,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1164.4842
11.395,-2.8554700142971483,47.6034,1,3,Non_Perishable,13,4.18,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1312.2918
6.635,-2.211465834484973,37.1506,1,3,Non_Perishable,13,5.6,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,834.9132
17.85,-2.205141941637418,121.9388,2,3,Perishable,11,6.83,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3962.8416
14.15,-2.3375302567499117,256.3014,1,2,Non_Perishable,3,18.11,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4845.0266
5.5,-2.198685982534212,100.5016,2,1,Not_Sure,1,18.27,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1416.8224
8.895,-1.5917632915194067,163.0236,1,2,Non_Perishable,3,18.33,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1127.8652
17.7,-2.448554704393557,50.1034,1,1,Perishable,12,2.83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97.2068
6.635,-3.0801417482820317,121.3098,1,3,Non_Perishable,25,18.28,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,120.5098
10.0,-2.2119659110919225,140.618,2,1,Non_Perishable,1,14.06,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2376.906
7.09,-2.961272698128961,47.6034,1,3,Non_Perishable,13,6.71,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1458.102
12.15,-1.6214737034623672,189.5872,1,3,Perishable,13,15.6,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3403.5696
7.75,-1.8966182944625531,34.5558,1,2,Non_Perishable,3,4.46,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,441.4254
13.1,-2.2345970524030667,178.4318,2,1,Perishable,25,13.62,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2526.0452
5.03,-2.9015386534754026,122.2756,3,1,Non_Perishable,23,24.31,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2059.9852
9.8,-2.700233902860867,249.6408,1,3,Perishable,13,25.47,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1001.3632
9.1,-1.581885874691922,47.1718,1,3,Non_Perishable,25,5.18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,141.8154
15.85,-1.2535718984703854,93.3094,1,1,Non_Perishable,12,5.89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,285.6282
17.7,-1.6440062831809281,183.5924,1,2,Not_Sure,6,10.37,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7033.5112
12.65,-1.6659839129423115,106.0938,1,2,Perishable,6,8.39,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2679.845
19.6,-2.61450851045368,150.3024,2,1,Non_Perishable,1,7.67,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2580.6408
6.85,-2.532341937198386,261.2594,1,3,Non_Perishable,13,38.14,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2878.2534
17.85,-1.8722173764931351,196.7794,2,1,Perishable,25,11.02,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6242.5408
7.09,-2.9594390738738117,50.4034,1,2,Non_Perishable,3,7.11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,340.2238
