Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Outlet_Sales
NCT42,5.88,No_Fat,0.024926013,Household,149.9392,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,25.5,high,1491.392
FDZ21,17.6,Regular,0.039031927,Snack Foods,95.641,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,5.43,medium,1737.738
FDC50,15.85,Low Fat,0.13727,Canned,94.4094,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,5.96,medium,1904.188
FDT40,5.985,Low Fat,0.095989602,Frozen Foods,127.3678,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,21.28,medium,508.6712
FDD50,18.85,Low Fat,0.142443405,Canned,170.4132,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,9.04,high,4396.9432
DRI23,18.85,Low Fat,0.137410256,Hard Drinks,161.7578,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,DR,11,8.58,high,1604.578
FDQ46,7.51,Low Fat,0.104400238,Snack Foods,113.5544,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,15.12,medium,894.8352
NCW06,16.2,No_Fat,0.04855856944444445,Household,190.8162,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,11.78,high,3271.0754
NCX06,17.6,No_Fat,0.015750947,Household,182.5976,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,10.37,high,1629.8784
NCE19,8.97,No_Fat,0.092937216,Household,54.6956,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,6.1,low,764.3384
FDI60,7.22,Regular,0.03828933,Baking Goods,64.751,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,8.97,low,126.502
FDC47,15.0,Low Fat,0.208162156,Snack Foods,228.1694,OUT019,Small,Tier 1,Grocery Store,Not_Sure,FD,25,15.21,very_high,228.3694
FDE02,8.71,Low Fat,0.121936216,Canned,94.4778,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,10.85,medium,2628.5784
FDE11,17.7,Regular,0.135646297,Starchy Foods,186.0924,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,10.51,high,3516.7556
FDP11,15.85,Low Fat,0.069240685,Breads,217.5166,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,13.72,very_high,653.1498
FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,26.48,high,2406.867
FDL48,19.35,Regular,0.08186804,Baking Goods,46.8034,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,2.42,low,1069.2748
FDH26,19.25,Regular,0.034753686,Canned,141.5496,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,7.35,high,1976.0944
FDI33,16.5,Low Fat,0.028476451,Snack Foods,91.0146,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,5.52,medium,1368.219
FDQ26,13.5,Regular,0.067872402,Dairy,57.8562,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,4.29,low,355.5372
FDN03,9.8,Regular,0.026420581,Meat,250.9408,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,25.61,very_high,1001.3632
FDO13,7.865,Low Fat,0.061183503,Breakfast,164.5526,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,20.92,high,1644.526
NCJ29,10.6,No_Fat,0.035247642,Health and Hygiene,84.7224,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,7.99,medium,1619.2256
FDE52,10.395,Regular,0.02974207,Dairy,88.9514,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,8.56,medium,3453.5046
FDA52,16.2,Regular,0.128397995,Frozen Foods,178.337,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,11.01,high,1411.496
FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,11.71,high,3238.4512
NCO26,7.235,No_Fat,0.076791671,Household,116.4492,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,16.1,medium,2316.984
DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.1298,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,3.29,low,1240.3854
FDC60,5.425,Regular,0.2004264,Baking Goods,88.8514,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,16.38,medium,265.6542
DRD25,6.135,Low Fat,0.078589629,Soft Drinks,113.286,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,18.47,medium,2716.464
FDB26,14.0,Regular,0.031261583,Canned,52.564,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,3.75,low,639.168
FDK51,19.85,Low Fat,0.005235143,Dairy,265.8884,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,13.39,very_high,2649.884
FDE53,10.895,Low Fat,0.027032204,Frozen Foods,106.328,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,9.76,medium,852.224
FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,26.3,high,449.415
FDI34,10.65,Regular,0.085617517,Snack Foods,229.3668,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,21.54,very_high,2303.668
FDL36,15.1,Low Fat,0.127334766,Baking Goods,88.283,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,5.85,medium,89.883
NCA54,16.5,No_Fat,0.036641597,Household,178.7318,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,10.83,high,1263.0226
FDI38,13.35,Regular,0.014656564,Canned,208.5638,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,15.62,very_high,2277.7018
FDG31,12.15,Low Fat,0.037864854,Meat,63.0826,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,5.19,low,322.913
FDA21,13.65,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,13.66,high,1295.6468
FDI09,20.75,Regular,0.12953868,Seafood,240.288,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,11.58,very_high,2396.88
FDI20,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,11.03,very_high,5487.5236
DRI51,17.25,Low Fat,0.04073602488888889,Dairy,171.5764,OUT045,Small,Tier 2,Supermarket Type1,Perishable,DR,8,9.95,high,4637.9628
DRZ11,8.85,Regular,0.112119359,Soft Drinks,123.0388,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,13.9,medium,1981.4208
FDY07,11.8,Low Fat,0.040626524444444444,Fruits and Vegetables,45.9402,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,3.89,low,872.8638
FDC58,10.195,Low Fat,0.041907414,Snack Foods,43.8428,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,4.3,low,175.7712
NCC30,16.6,No_Fat,0.027556247,Household,176.6344,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,10.64,high,1962.7784
FDY03,17.6,Regular,0.076058484,Meat,111.8202,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,6.35,medium,2025.3636
FDZ44,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,14.32,medium,1874.8928
FDP28,13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,19.14,very_high,2348.9424
DRD15,10.6,Low Fat,0.056884225,Dairy,231.9642,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,DR,11,21.88,very_high,3020.7346
FDL08,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,22.58,very_high,4655.2736
FDP25,15.2,Low Fat,0.021207519,Canned,219.4824,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,14.44,very_high,1747.0592
DRK59,8.895,Low Fat,0.0654845335,Hard Drinks,232.9616,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,26.19,very_high,2812.3392
DRJ24,11.8,Low Fat,0.113307794,Soft Drinks,187.0924,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,15.86,high,1850.924
FDU33,7.63,Regular,0.225476528,Snack Foods,45.1402,OUT010,Small,Tier 3,Grocery Store,Not_Sure,FD,12,5.92,low,45.9402
FDX47,6.55,Regular,0.034800079,Breads,157.5288,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,24.05,high,1571.288
FDR46,16.85,Low Fat,0.139301634,Snack Foods,144.976,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,8.6,high,2783.044
FDZ56,16.25,Low Fat,0.025612348,Fruits and Vegetables,168.2474,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,10.35,high,3200.5006
NCO26,7.235,No_Fat,0.077290355,Household,116.9492,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,16.16,medium,2316.984
FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,2.87,low,491.3604
FDL13,13.85,Regular,0.094265737,Breakfast,233.93,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,16.89,very_high,233.03
FDD57,18.1,Low Fat,0.022380952,Fruits and Vegetables,93.6094,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,5.17,medium,476.047
FDE46,18.6,Low Fat,0.01575657,Snack Foods,153.1366,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,8.23,high,3173.8686
FDB28,6.615,Low Fat,0.156307983,Dairy,196.3426,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,29.68,high,790.9704
FDC41,15.6,Low Fat,0.195688803,Frozen Foods,77.367,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,4.96,medium,153.134
DRI23,18.85,Low Fat,0.13747519,Hard Drinks,158.6578,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,8.42,high,3369.6138
FDL33,7.235,Low Fat,0.09642421699999999,Snack Foods,197.2452,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,27.26,high,2348.9424
FDS03,7.825,Low Fat,0.07962861,Meat,63.4826,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,8.11,low,2002.0606
NCY18,7.285,No_Fat,0.03100078,Household,177.0054,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,24.3,high,2101.2648
FDE50,19.7,Regular,0.016202582,Canned,188.2556,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,9.56,high,3379.6008
FDT02,12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,2.74,low,494.0236
FDI34,10.65,Regular,0.085308611,Snack Foods,230.2668,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,21.62,very_high,5759.17
FDO15,16.75,Regular,0.008564925,Meat,73.2038,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,4.37,medium,1404.1722
DRI39,13.8,Low Fat,0.097457483,Dairy,55.393,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,DR,1,4.01,low,1018.674
NCO14,9.6,No_Fat,0.029619203,Household,43.6086,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,4.54,low,624.5204
NCN19,13.1,No_Fat,0.011774634333333332,Others,189.253,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,NC,13,14.45,high,1518.024
DRJ25,14.6,Low Fat,0.150872868,Soft Drinks,47.5692,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,3.26,low,1379.5376
FDE10,6.67,Regular,0.09031453,Snack Foods,130.5626,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,19.57,medium,1180.4634
FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,3.79,low,857.5504
NCQ43,17.75,No_Fat,0.111209003,Others,107.7912,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,NC,23,6.07,medium,982.7208
FDY57,20.2,Regular,0.121153331,Snack Foods,97.3752,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,4.82,medium,958.752
FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,9.9,medium,1693.7952
NCG19,20.25,No_Fat,0.148163564,Household,232.7616,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,11.49,very_high,1874.8928
FDI33,16.5,Low Fat,0.028281197,Snack Foods,90.2146,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,5.47,medium,3648.584
FDW27,5.86,Regular,0.150853308,Meat,156.0314,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,26.63,high,2016.7082
FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,15.12,medium,1358.232
FDZ39,19.7,Regular,0.018024769,Meat,104.499,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,5.3,medium,1031.99
NCK19,9.8,No_Fat,0.090448534,Others,194.5478,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,NC,6,19.85,high,774.9912
FDY20,12.5,Regular,0.08175276,Fruits and Vegetables,89.0488,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,7.12,medium,1267.6832
FDN39,19.35,Regular,0.109667698,Meat,166.0816,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,8.58,high,671.1264
NCY41,16.75,No_Fat,0.075735621,Health and Hygiene,34.5532,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,2.06,low,323.5788
NCN14,19.1,No_Fat,0.091917786,Others,182.7608,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,NC,13,9.57,high,1837.608
FDR07,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,4.51,medium,190.4188
FDW49,19.5,Low Fat,0.082483516,Canned,179.2002,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,9.19,high,2865.6032
FDN23,6.575,Regular,0.075507758,Breads,146.4444,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,22.27,high,1596.5884
FDS33,6.67,Regular,0.124126756,Snack Foods,88.9514,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,13.34,medium,2125.2336
FDY36,12.3,Low Fat,0.009425158,Baking Goods,74.838,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,6.08,medium,1537.998
FDH20,16.1,Regular,0.024999711,Fruits and Vegetables,97.841,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,6.08,medium,1255.033
FDR15,9.3,Regular,0.058545606,Meat,155.8314,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,16.76,high,310.2628
NCP50,17.35,No_Fat,0.020676141,Others,80.6618,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,NC,3,4.65,medium,1208.427
FDS40,15.35,Low Fat,0.02346559,Frozen Foods,35.219,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,2.29,low,36.619
FDG38,8.975,Regular,0.05272914,Canned,86.4224,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,9.63,medium,1022.6688
NCO18,13.15,No_Fat,0.024630755,Household,178.2686,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,13.56,high,2666.529
NCO54,19.5,No_Fat,0.014274292,Household,55.6614,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,2.85,low,718.3982
NCW18,15.1,No_Fat,0.059313603,Household,238.1248,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,15.77,very_high,4266.4464
FDB36,5.465,Regular,0.048518008,Baking Goods,132.9626,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,24.33,medium,2360.9268
FDJ45,17.75,Low Fat,0.073349552,Seafood,34.2216,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,1.93,low,934.7832
FDP60,17.35,Low Fat,0.055648052,Baking Goods,100.3016,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,5.78,medium,2833.6448
DRD12,6.96,Low Fat,0.077129323,Soft Drinks,92.7146,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,13.32,medium,1733.0774
FDR47,17.85,Low Fat,0.087824967,Breads,196.0794,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,10.98,high,1755.7146
FDJ10,5.095,Regular,0.130031207,Snack Foods,142.4838,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,27.97,high,561.9352
DRC25,5.73,Low Fat,0.045334098,Soft Drinks,87.0882,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,15.2,medium,1803.6522
NCW54,7.5,No_Fat,0.096333029,Household,57.8588,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,7.71,low,1145.176
FDA26,7.855,Regular,0.073858923,Dairy,218.6482,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,27.84,very_high,3723.8194
DRF01,5.655,Low Fat,0.175047104,Soft Drinks,146.9102,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,25.98,high,1895.5326
NCZ17,12.15,No_Fat,0.132952286,Health and Hygiene,37.6506,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,3.1,low,37.9506
FDK46,9.6,Low Fat,0.086145867,Snack Foods,258.362,OUT010,Small,Tier 3,Grocery Store,Not_Sure,FD,12,26.91,very_high,259.662
NCU41,18.85,No_Fat,0.0520115,Health and Hygiene,190.3846,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,10.1,high,3630.6074
FDV20,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,6.31,medium,3560.6984
FDT15,12.15,Regular,0.071440118,Meat,182.295,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,15.0,high,549.285
DRI25,19.6,Low Fat,0.03395415,Soft Drinks,56.4614,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,DR,11,2.88,low,773.6596
FDA40,16.0,Regular,0.099271209,Frozen Foods,88.5856,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,5.54,medium,878.856
FDZ15,13.1,Low Fat,0.020769677,Dairy,117.5782,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,8.98,medium,2741.0986
FDM13,6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,20.59,medium,2098.6016
NCM05,6.825,No_Fat,0.059846975,Health and Hygiene,262.5226,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,38.46,very_high,9779.9362
FDD38,16.75,Regular,0.014342659,Canned,103.7674,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,6.2,medium,203.7348
DRI01,7.97,Low Fat,0.057667173,Soft Drinks,172.1422,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,DR,12,21.6,high,517.3266
DRG13,17.25,Low Fat,0.037155206,Soft Drinks,166.4526,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,9.65,high,3782.4098
NCT30,9.1,No_Fat,0.080417724,Household,48.8718,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,5.37,low,425.4462
NCG42,19.2,No_Fat,0.041227831,Household,129.831,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,6.76,medium,1947.465
FDB14,20.25,Regular,0.102226474,Canned,91.312,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,4.51,medium,3075.996
FDO27,6.175,Regular,0.178210285,Meat,95.7752,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,15.51,medium,3930.8832
FDC14,14.5,Regular,0.06904249,Canned,41.4454,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,2.86,low,41.9454
FDB49,8.3,Regular,0.052791124,Baking Goods,98.5384,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,11.87,medium,591.2304
FDZ23,17.75,Regular,0.067607749,Baking Goods,188.024,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,10.59,high,2796.36
FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,22.49,high,1765.0358
FDJ56,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,11.09,medium,3295.71
NCR54,16.35,No_Fat,0.091074449,Household,196.811,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,12.04,high,3338.987
DRF01,5.655,Low Fat,0.182645686,Soft Drinks,147.5102,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,DR,13,26.08,high,1166.4816
DRK12,9.5,Low Fat,0.041951439,Soft Drinks,32.49,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,DR,11,3.42,low,865.54
FDL58,5.78,Regular,0.074087369,Snack Foods,264.9568,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,45.84,very_high,6855.0768
FDD44,8.05,Regular,0.068681562125,Fruits and Vegetables,257.5646,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,32.0,very_high,5153.292
FDT50,6.75,Regular,0.108679906,Dairy,95.6752,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,14.17,medium,1246.3776
DRM23,16.6,Low Fat,0.136500981,Hard Drinks,173.3422,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,3,10.44,high,4138.6128
NCM31,6.095,No_Fat,0.081361288,Others,141.9154,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,NC,8,23.28,high,2694.4926
FDY21,15.1,Low Fat,0.1519549118,Snack Foods,197.211,OUT010,Small,Tier 3,Grocery Store,Not_Sure,FD,12,13.06,high,196.411
FDR22,19.35,Regular,0.018591464,Snack Foods,112.9544,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,5.84,medium,1342.2528
NCV06,11.3,No_Fat,0.066952965,Household,192.0478,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,17.0,high,3099.9648
FDR45,10.8,Low Fat,0.029107004,Snack Foods,240.5222,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,22.27,very_high,4541.4218
FDH60,19.7,Regular,0.06956604933333334,Baking Goods,194.411,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,9.87,high,5106.686
FDR08,18.7,Low Fat,0.065872936,Fruits and Vegetables,113.1886,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,6.05,medium,111.1886
FDA47,10.5,Regular,0.117149075,Baking Goods,164.121,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,15.63,high,1794.331
FDS37,7.655,Low Fat,0.031994534,Canned,114.3492,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,14.94,medium,1853.5872
FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,17.79,high,1625.8836
FDP24,20.6,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,5.8,medium,1090.5804
FDU20,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,6.31,medium,2892.2352
FDW44,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,17.92,high,170.4448
FDY39,5.305,Regular,0.07871639,Meat,183.5608,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,34.6,high,551.2824
DRD37,9.8,Low Fat,0.013869809,Soft Drinks,47.406,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,4.84,low,978.726
FDZ35,9.6,Regular,0.022274264,Breads,101.699,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,10.59,medium,2992.771
FDB50,13.0,Low Fat,0.153618566,Canned,79.6986,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,6.13,medium,1480.0734
FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,6.42,medium,2862.94
FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,5.83,medium,681.7792
FDL24,10.3,Regular,0.02494708,Baking Goods,172.3422,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,16.73,high,5690.5926
FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,4.12,low,185.7582
DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,Small,Tier 2,Supermarket Type1,Perishable,DR,3,29.3,high,1416.8224
FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,25.08,high,5580.0698
FDR20,20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,2.34,low,905.488
FDC50,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,6.08,medium,2856.282
NCX05,15.2,No_Fat,0.162462044,Health and Hygiene,117.6492,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,7.74,medium,347.5476
FDU23,12.15,Low Fat,0.020954106,Breads,164.7184,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,13.56,high,3962.8416
FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,11.5,very_high,6040.1376
FDQ51,16.0,Regular,0.017466284,Meat,45.4718,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,2.84,low,1323.6104
FDH21,10.395,Low Fat,0.031073804,Seafood,157.5604,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,15.16,high,5704.5744
DRZ11,8.85,Regular,0.113302223,Soft Drinks,125.1388,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,3,14.14,medium,1114.5492
NCI43,19.85,No_Fat,0.025968706,Household,49.5376,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,2.5,low,1006.6896
