Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Price_per_Unitwt,Item_Outlet_Sales,Item_type_Perishable,Fat_content_No_Fat,Fat_content_Regular,Out_ID_OUT013,Out_ID_OUT017,Out_ID_OUT018,Out_ID_OUT019,Out_ID_OUT027,Out_ID_OUT035,Out_ID_OUT045,Out_ID_OUT046,Out_ID_OUT049,OutletType_SupermarketType1,OutletType_SupermarketType2,OutletType_SupermarketType3,MRP_Cluster_1,MRP_Cluster_2,MRP_Cluster_3,Item_cat_FD,Item_cat_NC
FDM34,19.0,0.067120954,132.9626,2,1,25,7.0,3279.065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDL57,15.1,0.067020992,260.3304,3,1,23,17.24,5424.9384,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
NCD30,19.7,0.026826919,98.7726,3,1,23,5.01,1859.5794,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
FDH17,16.2,0.01665334,97.3726,1,3,13,6.01,2055.3246,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDD57,18.1,0.022395357,96.5094,1,2,6,5.33,1332.9316,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDC58,10.195,0.042113173,42.5428,2,1,1,4.17,878.856,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FDX47,6.55,0.034604343,157.8288,1,3,13,24.1,2514.0608,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDC50,15.85,0.136774734,94.4094,1,2,8,5.96,1428.141,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
NCS53,14.5,0.089343433,157.3604,2,1,25,10.85,6021.4952,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
FDY13,12.1,0.030250132,75.267,2,1,1,6.22,612.536,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDP44,16.5,0.079698503,100.6332,1,2,6,6.1,1537.998,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDH60,19.7,0.141360118,197.311,1,3,25,10.02,392.822,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDR02,16.7,0.036933417,109.1886,1,1,12,6.54,222.3772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FDK48,7.445,0.037449987,76.7354,2,1,25,10.31,2783.7098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDO24,11.1,0.294948897,159.0604,1,1,12,14.33,792.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FDE20,11.35,0.005525913,168.279,3,1,23,14.83,2376.906,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDM04,9.195,0.04712061,53.1666,1,3,13,5.78,768.999,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
NCH07,13.15,0.162248011,160.4604,1,3,25,12.2,316.9208,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DRP35,18.85,0.090867297,127.3336,1,3,13,6.76,3962.8416,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
FDO11,8.0,0.030264897,250.3092,1,3,13,31.29,6723.2484,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
NCM30,19.1,0.067295406,41.9796,1,3,13,2.2,701.7532,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
DRF27,8.93,0.02827966,152.234,2,1,25,17.05,1071.938,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
NCR18,15.85,0.020388413,44.4112,2,1,25,2.8,767.0016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
FDS48,15.15,0.027644732,149.4708,2,1,25,9.87,3159.8868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDO32,6.36,0.120731024,46.506,2,3,11,7.31,652.484,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
NCP05,19.6,0.025429614,151.7024,1,2,3,7.74,2884.2456,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDF44,7.17,0.059438787,130.9968,2,1,25,18.27,4828.3816,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDX56,17.1,0.074059474,209.0638,1,3,13,12.23,3520.0846,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDE46,18.6,0.015693328,150.7366,2,1,25,8.1,906.8196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDQ09,7.235,0.057850699,113.2834,2,1,25,15.66,4376.9692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
NCB54,8.76,0.050011058,126.7336,3,1,23,14.47,639.168,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
NCV18,6.775,0.105225964,84.225,1,2,6,12.43,3162.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NCG55,16.25,0.039207025,116.1176,2,3,11,7.15,2633.9048,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
FDV14,19.85,0.044489064,89.4856,1,2,6,4.51,1054.6272,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDT31,19.75,0.012437935,189.9872,3,1,23,9.62,3781.744,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
DRD12,6.96,0.077350112,91.4146,1,2,8,13.13,638.5022,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
FDZ40,8.935,0.040346436,53.7298,2,1,1,6.01,593.2278,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DRI11,8.26,0.057585723,113.7834,1,1,12,13.78,115.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FDP23,6.71,0.03565903,218.3166,1,2,8,32.54,1959.4494,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDY02,8.945,0.087629354,263.491,1,2,6,29.46,1840.937,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
FDM03,12.65,0.0924621275,107.8938,1,3,13,8.53,750.3566,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDF35,15.0,0.154228739,107.3938,2,3,11,7.16,750.3566,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
DRM37,15.35,0.096943078,196.5768,1,2,3,12.81,7685.9952,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NCV41,14.35,0.017065268,109.5228,2,3,11,7.63,1768.3648,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
NCK53,11.6,0.0392233835,100.8042,2,1,25,8.69,3472.147,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
FDW23,5.765,0.082178616,37.0164,1,2,8,6.42,540.6296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
FDW12,8.315,0.035542581,143.3444,3,1,23,17.24,1596.5884,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDG44,6.13,0.102171627,53.8298,1,2,6,8.78,1024.6662,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDJ36,14.5,0.128235818,104.1332,1,2,6,7.18,205.0664,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDX55,15.1,0.0552059,219.4166,1,3,13,14.53,6096.0648,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
DRG13,17.25,0.037337632,163.7526,2,1,1,9.49,3289.052,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
NCD06,13.0,0.099242622,46.306,3,1,23,3.56,699.09,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FDW22,9.695000000000002,0.030143704,222.0114,2,1,25,22.9,6207.9192,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
FDD33,12.85,0.108412059,233.2642,1,2,8,18.15,3950.1914,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDG24,7.975,0.014628382,82.325,1,2,6,10.32,1331.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDE05,10.895,0.032454046,144.8102,1,3,13,13.29,3062.0142,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDZ12,9.17,0.102978817,144.947,1,3,13,15.81,4294.41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDX37,16.2,0.105498192,101.47,1,1,12,6.26,399.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FDE44,14.65,0.171355643,47.6692,1,2,6,3.25,739.038,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDS52,8.89,0.009585169,102.5016,1,3,25,11.53,101.2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
FDO39,6.985,0.137926458,184.7608,2,1,1,26.45,4042.7376,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FDI32,17.7,0.1643646422,115.0834,1,2,8,6.5,2764.4016,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDV28,16.1,0.1505424741,35.1558,1,2,3,2.18,339.558,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NCP53,14.75,0.033076388,237.2906,1,2,3,16.09,3089.9778,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
NCN43,12.15,0.006770252,124.473,2,3,11,10.24,1231.73,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
NCI31,20.0,0.142393355,36.419,1,3,25,1.82,109.857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FDK55,18.5,0.025813943,89.1172,1,2,8,4.82,892.172,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDC17,12.15,0.015548178,211.2928,1,2,3,17.39,5049.4272,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDV28,16.1,0.159698192,32.0558,1,2,6,1.99,1018.674,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDY26,20.6,0.030634813,212.9244,2,1,1,10.34,2540.6928,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
NCU06,17.6,0.074522745,228.801,2,3,11,13.0,3215.814,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
FDV16,7.75,0.145200948,35.4558,1,3,25,4.57,135.8232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDY31,5.98,0.043651198,146.1418,1,2,8,24.44,3089.9778,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
DRE37,13.5,0.094366079,190.9872,2,3,11,14.15,2836.308,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
FDH33,12.85,0.121702394,42.7428,1,2,6,3.33,703.0848,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDA46,13.6,0.117613212,194.2136,1,2,6,14.28,2527.3768,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDP12,9.8,0.045258247,35.9874,1,2,6,3.67,282.2992,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDJ09,15.0,0.058485617,44.7744,2,3,11,2.98,679.116,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
NCS54,13.6,0.00994477,177.837,2,1,25,13.08,6528.169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
FDJ33,8.895,0.087894475,121.173,2,1,25,13.62,2586.633,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDF32,16.35,0.113953562,198.2426,1,1,12,12.12,790.9704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FDN24,14.1,0.198316649,54.3956,1,3,25,3.86,272.978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDX21,7.05,0.084949955,109.7912,1,2,6,15.57,1091.912,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDC57,20.1,0.054549098,193.782,3,1,23,9.64,1158.492,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCZ06,19.6,0.094545236,254.7698,2,1,1,13.0,5327.0658,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
FDY56,16.35,0.062359467,224.0062,3,1,23,13.7,4288.4178,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
NCH07,13.15,0.092811105,159.7604,2,3,11,12.15,4119.9704,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
FDS44,12.65,0.156679617,238.8538,2,1,1,18.88,4566.7222,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
FDY33,14.5,0.09735225,160.7262,2,3,11,11.08,1750.3882,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDZ48,17.75,0.076113671,111.4544,1,2,8,6.28,1006.6896,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDY48,14.0,0.023783007,104.0332,1,2,8,7.43,1435.4648,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDK16,9.065,0.114771298,93.9094,2,1,25,10.36,3903.5854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDT16,9.895,0.048662357,261.7278,1,3,13,26.45,4685.9004,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDC26,10.195,0.211539389,110.9886,1,1,12,10.89,111.1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DRJ47,18.25,0.044430561,174.208,2,1,1,9.55,2596.62,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FDQ04,6.4,0.141860161,41.0796,1,1,12,6.42,41.2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDN40,5.88,0.07573019125,154.2998,1,3,13,26.24,1999.3974,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDS39,6.895,0.022441883,143.8812,3,1,23,20.87,2707.1428,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDC11,20.5,0.142370445,90.6172,2,1,1,4.42,1427.4752,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDQ39,14.8,0.13564792,190.8846,1,1,12,12.9,191.0846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FDB33,17.75,0.014602837,158.6262,2,3,11,8.94,3819.0288,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDU27,18.6,0.28701714,48.8376,1,1,12,2.63,47.9376,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDM44,12.5,0.031112643,104.999,1,2,8,8.4,1444.786,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDT32,19.0,0.065621523,186.5214,1,2,6,9.82,5275.7992,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
DRC13,8.26,0.032573725,125.073,2,1,1,15.14,985.384,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NCO07,9.06,0.009776268,213.756,1,3,13,23.59,1065.28,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
FDJ16,9.195,0.115353642,58.9246,2,1,1,6.41,926.7936,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FDB22,8.02,0.110901004,155.0998,2,1,25,19.34,2768.3964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
NCS30,5.945,0.093214866,129.1652,1,2,8,21.73,2841.6344,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
FDQ59,9.8,0.04942485775,84.5908,2,1,25,8.63,3020.0688,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDI38,13.35,0.014649641,207.3638,2,3,11,15.53,5797.7864,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FDR52,12.65,0.07603021,189.0846,1,2,6,14.95,4012.7766,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDT15,12.15,0.042855388,181.695,2,1,1,14.95,2929.52,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FDR52,12.65,0.133144259,190.8846,1,3,25,15.09,191.0846,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDS60,20.85,0.032580705,180.066,2,1,1,8.64,2157.192,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FDK52,18.25,0.0747262132,224.1062,2,1,1,12.28,4965.5364,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
FDA04,11.3,0.066865326,260.1962,1,2,8,23.03,2848.9582,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
NCQ53,17.6,0.018943666,237.359,1,2,8,13.49,6145.334,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
FDN28,5.88,0.030371121,101.799,2,1,1,17.31,1960.781,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDU12,15.5,0.132630345,263.8568,1,3,25,17.02,790.9704,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
FDT03,21.25,0.01001904,184.6608,1,2,8,8.69,367.5216,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDY57,20.2,0.121254236,94.5752,1,3,13,4.68,1821.6288,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDH56,9.8,0.063764099,113.8492,3,1,23,11.62,1737.738,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
DRM23,16.6,0.136286138,171.4422,2,1,1,10.33,2241.7486,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FDZ07,15.1,0.164391573,62.8194,1,3,25,4.16,61.9194,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDK40,7.035,0.02189371,262.791,1,2,8,37.35,3681.874,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDU04,7.93,0.004780437333333333,121.8414,1,3,13,15.36,2802.3522,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
DRL37,15.5,0.05144833377777778,41.377,1,2,3,2.67,649.155,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDT26,18.85,0.067624438,120.944,2,1,25,6.42,1078.596,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDT24,12.35,0.186236236,78.7328,1,2,8,6.38,1390.1904,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDX57,17.25,0.047037323,96.4068,2,1,25,5.59,2624.5836,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDA55,17.2,0.099780431,225.2088,1,3,25,13.09,447.4176,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
NCN05,8.235,0.014488997,183.795,1,2,8,22.32,2929.52,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDR58,6.675,0.04200648,92.6462,1,2,8,13.88,1665.8316,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDX47,6.55,0.034575546,156.5288,3,1,23,23.9,1571.288,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCH54,13.5,0.072965144,160.692,2,1,1,11.9,1917.504,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
NCH42,6.86,0.036530411,227.801,1,2,6,33.21,3904.917,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
FDH56,9.8,0.063946629,116.6492,1,2,8,11.9,2316.984,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDQ48,14.3,0.034551415,98.1726,2,1,1,6.87,685.1082,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDN20,19.35,0.026329989,169.2474,1,2,3,8.75,3705.8428,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDA15,9.3,0.016009057,250.6092,3,1,23,26.95,6474.2392,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDS48,15.15,0.048637888,149.7708,1,3,25,9.89,150.4708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDW02,4.805,0.037852995,126.2704,2,1,1,26.28,3629.9416,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDN03,9.8,0.015016891,248.6408,2,1,25,25.37,6759.2016,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
FDF57,14.5,0.059160135,170.7448,1,2,3,11.78,2045.3376,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
DRM37,15.35,0.096379585,196.5768,1,2,6,12.81,4729.8432,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
NCD54,21.1,0.029008944,143.3786,1,3,13,6.8,866.8716,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
NCQ42,20.35,0.039078047,128.3678,2,1,25,6.31,3179.195,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
FDW49,19.5,0.082536604,177.2002,1,2,6,9.09,2149.2024,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
DRI03,6.03,0.0226848,178.1028,3,1,23,29.54,4604.6728,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
FDD14,20.7,0.170152831,182.6266,1,2,8,8.82,2581.9724,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDN02,16.5,0.073827748,208.8638,1,3,13,12.66,2484.7656,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDQ45,9.5,0.010864186,185.3608,2,1,25,19.51,5329.0632,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDX56,17.1,0.07436116,206.1638,2,1,1,12.06,4141.276,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
FDE51,5.925,0.168901843,43.4086,1,3,25,7.33,44.6086,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDT47,5.26,0.02455854,95.6068,1,2,8,18.18,2332.9632,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDM22,14.0,0.041949832,54.064,1,2,6,3.86,1118.544,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDB27,7.575,0.055502454,196.5768,1,2,8,25.95,1576.6144,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDE02,8.71,0.120663214,95.6778,2,1,25,10.98,2910.2118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDD38,16.75,0.00819018,103.7674,1,2,6,6.2,2852.2872,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDF34,9.3,0.014098693,197.7084,1,2,3,21.26,3372.9428,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDP15,15.2,0.0735265702,256.033,1,1,12,16.84,1281.665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
NCI29,8.6,0.032806066,143.6154,1,2,3,16.7,2127.231,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDU27,18.6,0.172446822,47.1376,1,2,3,2.53,767.0016,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NCD55,14.0,0.024213354,42.4454,2,1,25,3.03,293.6178,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
FDU37,9.5,0.10170181033333332,79.596,1,3,13,8.38,1038.648,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDA01,15.0,0.054685839,60.2904,1,2,3,4.02,1581.9408,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
FDS13,6.465,0.124758619,264.1884,1,2,8,40.86,3444.8492,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDK55,18.5,0.02586664,88.9172,2,1,1,4.81,1695.1268,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDR36,6.715,0.121563385,43.7454,1,2,6,6.51,545.2902,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
DRK49,14.15,0.035999599,41.5138,2,3,11,2.93,162.4552,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DRM23,16.6,0.13099894133333334,171.7422,2,1,25,10.35,6207.9192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
FDH47,13.5,0.21561193,98.6068,1,1,12,7.3,97.2068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FDZ21,17.6,0.039381633,98.041,2,1,1,5.57,675.787,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDI57,19.85,0.054331235,198.7768,1,2,3,10.01,4532.7664,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDK26,5.46,0.056338482,184.624,1,3,25,33.81,1304.968,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDQ36,7.855,0.161516894,37.0848,1,2,6,4.72,447.4176,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDJ58,15.6,0.184359831,172.6764,1,3,25,11.07,858.882,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDD45,8.615,0.116484721,94.1436,1,2,8,10.93,1134.5232,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDG50,7.405,0.015302764,89.9146,1,2,8,12.14,2189.1504,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDO36,19.7,0.136417078,179.766,1,3,25,9.13,179.766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
