Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_Bin
FDI32,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,OUT013,High,Tier 3,Supermarket Type1,691.1004,Perishable,FD,23,6.62,medium
DRL60,8.52,Low Fat,0.027169589,Soft Drinks,151.0682,OUT018,Medium,Tier 3,Supermarket Type2,1829.6184,Non_Perishable,DR,1,17.73,high
NCY17,18.2,No_Fat,0.1630653,Health and Hygiene,43.3086,OUT035,Small,Tier 2,Supermarket Type1,758.3462,Non_Perishable,NC,6,2.38,low
DRH36,16.2,Low Fat,0.058444176,Soft Drinks,73.0696,OUT019,Small,Tier 1,Grocery Store,223.7088,Non_Perishable,DR,25,4.51,medium
FDX02,16.0,Low Fat,0.057049301,Dairy,225.9404,OUT035,Small,Tier 2,Supermarket Type1,1350.2424,Perishable,FD,6,14.12,very_high
FDG46,8.63,Regular,0.032960823,Snack Foods,115.0518,OUT049,Medium,Tier 1,Supermarket Type1,1366.2216,Non_Perishable,FD,11,13.33,medium
FDM60,10.8,Regular,0.0453860806,Baking Goods,40.7138,OUT017,Small,Tier 2,Supermarket Type1,406.138,Non_Perishable,FD,3,3.77,low
FDJ22,18.75,Low Fat,0.053025371,Snack Foods,192.5504,OUT018,Medium,Tier 3,Supermarket Type2,2109.2544,Non_Perishable,FD,1,10.27,high
FDU59,5.78,Low Fat,0.096306016,Breads,161.9552,OUT013,High,Tier 3,Supermarket Type1,2111.9176,Perishable,FD,23,28.02,high
FDL38,13.8,Regular,0.014762987,Canned,90.7172,OUT045,Small,Tier 2,Supermarket Type1,1338.258,Non_Perishable,FD,8,6.57,medium
FDZ23,17.75,Regular,0.067446626,Baking Goods,184.724,OUT013,High,Tier 3,Supermarket Type1,1677.816,Non_Perishable,FD,23,10.41,high
FDX52,11.5,Regular,0.042173667,Frozen Foods,194.682,OUT018,Medium,Tier 3,Supermarket Type2,2316.984,Non_Perishable,FD,1,16.93,high
NCB42,11.8,No_Fat,0.008578539,Health and Hygiene,117.6492,OUT045,Small,Tier 2,Supermarket Type1,1158.492,Non_Perishable,NC,8,9.97,medium
NCU18,15.1,No_Fat,0.056155909,Household,140.5496,OUT017,Small,Tier 2,Supermarket Type1,2681.8424,Non_Perishable,NC,3,9.31,high
FDI32,17.7,Low Fat,0.305305397,Fruits and Vegetables,116.6834,OUT019,Small,Tier 1,Grocery Store,460.7336,Perishable,FD,25,6.59,medium
DRZ11,8.85,Regular,0.112571187,Soft Drinks,122.0388,OUT013,High,Tier 3,Supermarket Type1,1609.9044,Non_Perishable,DR,23,13.79,medium
NCL54,12.6,No_Fat,0.083221904,Household,174.5054,OUT017,Small,Tier 2,Supermarket Type1,2626.581,Non_Perishable,NC,3,13.85,high
FDS19,13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,OUT035,Small,Tier 2,Supermarket Type1,1138.518,Perishable,FD,6,5.49,medium
DRB13,6.115,Regular,0.007055292,Soft Drinks,188.653,OUT049,Medium,Tier 1,Supermarket Type1,3605.307,Non_Perishable,DR,11,30.85,high
DRI51,17.25,Low Fat,0.070703828,Dairy,170.3764,OUT010,Small,Tier 3,Grocery Store,343.5528,Perishable,DR,12,9.88,high
FDS57,15.5,Low Fat,0.102941345,Snack Foods,142.047,OUT027,Medium,Tier 3,Supermarket Type3,2719.793,Non_Perishable,FD,25,9.16,high
FDT39,6.26,Regular,0.009887927,Meat,150.7366,OUT045,Small,Tier 2,Supermarket Type1,2418.1856,Perishable,FD,8,24.08,high
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.254,OUT010,Small,Tier 3,Grocery Store,173.108,Non_Perishable,FD,12,6.39,medium
NCB18,19.6,No_Fat,0.069112952,Household,90.1514,OUT010,Small,Tier 3,Grocery Store,442.757,Non_Perishable,NC,12,4.6,medium
FDR25,17.0,Regular,0.138846289,Canned,263.7884,OUT027,Medium,Tier 3,Supermarket Type3,1324.942,Non_Perishable,FD,25,15.52,very_high
FDV21,11.5,Low Fat,0.171050595,Snack Foods,126.3704,OUT035,Small,Tier 2,Supermarket Type1,3880.2824,Non_Perishable,FD,6,10.99,medium
DRH23,14.65,Low Fat,0.1776514755,Hard Drinks,54.9614,OUT049,Medium,Tier 1,Supermarket Type1,552.614,Non_Perishable,DR,11,3.75,low
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,OUT018,Medium,Tier 3,Supermarket Type2,1012.016,Non_Perishable,FD,1,11.56,medium
NCC31,8.02,No_Fat,0.033259081,Household,154.2972,OUT010,Small,Tier 3,Grocery Store,1090.5804,Non_Perishable,NC,12,19.24,high
FDU03,18.7,Regular,0.092095924,Meat,183.3292,OUT017,Small,Tier 2,Supermarket Type1,2006.7212,Perishable,FD,3,9.8,high
FDG50,7.405,Low Fat,0.015295536,Canned,89.7146,OUT049,Medium,Tier 1,Supermarket Type1,547.2876,Non_Perishable,FD,11,12.12,medium
FDY31,5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4418,OUT013,High,Tier 3,Supermarket Type1,2354.2688,Perishable,FD,23,24.82,high
FDX39,14.3,Regular,0.049435598,Meat,209.7586,OUT027,Medium,Tier 3,Supermarket Type3,5487.5236,Perishable,FD,25,14.67,very_high
FDE46,18.6,Low Fat,0.027610698,Snack Foods,149.5366,OUT019,Small,Tier 1,Grocery Store,604.5464,Non_Perishable,FD,25,8.04,high
NCN29,15.2,No_Fat,0.012141036,Health and Hygiene,48.7034,OUT045,Small,Tier 2,Supermarket Type1,680.4476,Non_Perishable,NC,8,3.2,low
DRF13,12.1,Low Fat,0.029949818,Soft Drinks,146.3444,OUT017,Small,Tier 2,Supermarket Type1,3773.7544,Non_Perishable,DR,3,12.09,high
FDT46,11.35,Low Fat,0.053939315,Snack Foods,52.1008,OUT019,Small,Tier 1,Grocery Store,50.6008,Non_Perishable,FD,25,4.59,low
FDS58,9.285,Regular,0.020442515,Snack Foods,161.5578,OUT046,Small,Tier 1,Supermarket Type1,4653.2762,Non_Perishable,FD,13,17.4,high
FDX52,11.5,Regular,0.073541072,Frozen Foods,192.282,OUT019,Small,Tier 1,Grocery Store,386.164,Non_Perishable,FD,25,16.72,high
FDP27,8.155,Low Fat,0.199935881,Meat,188.453,OUT010,Small,Tier 3,Grocery Store,379.506,Perishable,FD,12,23.11,high
FDX44,9.3,Low Fat,0.043033346,Fruits and Vegetables,89.4172,OUT049,Medium,Tier 1,Supermarket Type1,1159.8236,Perishable,FD,11,9.61,medium
DRO35,13.85,Low Fat,0.034570357,Hard Drinks,117.4492,OUT046,Small,Tier 1,Supermarket Type1,3243.7776,Non_Perishable,DR,13,8.48,medium
FDC59,16.7,Regular,0.054739692,Starchy Foods,65.7168,OUT045,Small,Tier 2,Supermarket Type1,1086.5856,Non_Perishable,FD,8,3.94,low
FDB12,11.15,Regular,0.105471384,Baking Goods,105.8648,OUT049,Medium,Tier 1,Supermarket Type1,1973.4312,Non_Perishable,FD,11,9.49,medium
FDU26,16.7,Regular,0.042610897,Dairy,117.2782,OUT035,Small,Tier 2,Supermarket Type1,715.0692,Perishable,FD,6,7.02,medium
NCF30,17.0,No_Fat,0.126758324,Household,124.5362,OUT018,Medium,Tier 3,Supermarket Type2,1132.5258,Non_Perishable,NC,1,7.33,medium
FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.372,OUT013,High,Tier 3,Supermarket Type1,4527.44,Perishable,FD,23,31.01,very_high
FDN02,16.5,Low Fat,0.073813788,Canned,207.2638,OUT035,Small,Tier 2,Supermarket Type1,5383.6588,Non_Perishable,FD,6,12.56,very_high
DRC27,13.8,Low Fat,0.097251621,Dairy,245.7802,OUT010,Small,Tier 3,Grocery Store,245.6802,Perishable,DR,12,17.81,very_high
FDZ38,17.6,Low Fat,0.014008751,Dairy,171.3422,OUT019,Small,Tier 1,Grocery Store,862.211,Perishable,FD,25,9.74,high
DRH25,18.7,Low Fat,0.02442574,Soft Drinks,52.9324,OUT010,Small,Tier 3,Grocery Store,51.9324,Non_Perishable,DR,12,2.83,low
FDK21,7.905,Low Fat,0.010012319,Snack Foods,250.4408,OUT046,Small,Tier 1,Supermarket Type1,3004.0896,Non_Perishable,FD,13,31.68,very_high
FDT01,13.65,Regular,0.184454044,Canned,211.4902,OUT049,Medium,Tier 1,Supermarket Type1,4035.4138,Non_Perishable,FD,11,15.49,very_high
FDZ09,17.6,Low Fat,0.105042025,Snack Foods,163.8868,OUT049,Medium,Tier 1,Supermarket Type1,3111.9492,Non_Perishable,FD,11,9.31,high
DRL37,15.5,Low Fat,0.053589594,Soft Drinks,44.177,OUT018,Medium,Tier 3,Supermarket Type2,173.108,Non_Perishable,DR,1,2.85,low
FDN49,17.25,Regular,0.125734578,Breakfast,41.748,OUT018,Medium,Tier 3,Supermarket Type2,199.74,Perishable,FD,1,2.42,low
FDC22,6.89,Regular,0.136705075,Snack Foods,194.882,OUT045,Small,Tier 2,Supermarket Type1,4440.886,Non_Perishable,FD,8,28.28,high
FDT33,7.81,Regular,0.03412912,Snack Foods,165.1158,OUT018,Medium,Tier 3,Supermarket Type2,1838.2738,Non_Perishable,FD,1,21.14,high
NCB43,20.2,No_Fat,0.100319317,Household,188.6898,OUT018,Medium,Tier 3,Supermarket Type2,3367.6164,Non_Perishable,NC,1,9.34,high
DRI25,19.6,Low Fat,0.033737273,Soft Drinks,56.6614,OUT027,Medium,Tier 3,Supermarket Type3,607.8754,Non_Perishable,DR,25,2.89,low
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,OUT046,Small,Tier 1,Supermarket Type1,4695.2216,Perishable,FD,13,10.98,medium
FDS23,4.635,Low Fat,0.14086247,Breads,126.4994,OUT035,Small,Tier 2,Supermarket Type1,1670.4922,Perishable,FD,6,27.29,medium
FDS13,6.465,Low Fat,0.208397715,Canned,265.2884,OUT010,Small,Tier 3,Grocery Store,264.9884,Non_Perishable,FD,12,41.03,very_high
DRI03,6.03,Low Fat,0.039751236,Dairy,176.9028,OUT019,Small,Tier 1,Grocery Store,708.4112,Perishable,DR,25,29.34,high
FDU58,6.61,Regular,0.027977669555555553,Snack Foods,186.4898,OUT045,Small,Tier 2,Supermarket Type1,2993.4368,Non_Perishable,FD,8,28.21,high
FDL09,19.6,Regular,0.127416049,Snack Foods,167.4816,OUT027,Medium,Tier 3,Supermarket Type3,1006.6896,Non_Perishable,FD,25,8.54,high
FDS12,9.1,Low Fat,0.291438755,Baking Goods,126.8362,OUT010,Small,Tier 3,Grocery Store,125.8362,Non_Perishable,FD,12,13.94,medium
FDP03,5.15,Regular,0.06112617,Meat,122.5388,OUT013,High,Tier 3,Supermarket Type1,371.5164,Perishable,FD,23,23.79,medium
FDI21,5.59,Regular,0.056328717,Snack Foods,63.9168,OUT027,Medium,Tier 3,Supermarket Type3,1597.92,Non_Perishable,FD,25,11.43,low
FDW45,18.0,Low Fat,0.03901099,Snack Foods,147.7418,OUT046,Small,Tier 1,Supermarket Type1,4119.9704,Non_Perishable,FD,13,8.21,high
NCA18,10.1,No_Fat,0.093862362,Household,115.9492,OUT010,Small,Tier 3,Grocery Store,231.6984,Non_Perishable,NC,12,11.48,medium
FDN32,17.5,Low Fat,0.015485016,Fruits and Vegetables,185.6266,OUT027,Medium,Tier 3,Supermarket Type3,4979.5182,Perishable,FD,25,10.61,high
FDR15,9.3,Regular,0.033276066,Meat,153.8314,OUT027,Medium,Tier 3,Supermarket Type3,3723.1536,Perishable,FD,25,16.54,high
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,OUT049,Medium,Tier 1,Supermarket Type1,1938.8096,Non_Perishable,DR,11,18.26,high
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,OUT018,Medium,Tier 3,Supermarket Type2,2199.1374,Non_Perishable,DR,1,31.07,very_high
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,Small,Tier 1,Supermarket Type1,2283.0282,Non_Perishable,FD,13,20.75,very_high
FDE33,19.35,Regular,0.083079826,Fruits and Vegetables,80.3644,OUT010,Small,Tier 3,Grocery Store,157.1288,Perishable,FD,12,4.15,medium
FDJ58,15.6,Regular,0.176244038,Snack Foods,173.6764,OUT010,Small,Tier 3,Grocery Store,515.3292,Non_Perishable,FD,12,11.13,high
FDM46,7.365,Low Fat,0.160216552,Snack Foods,93.512,OUT049,Medium,Tier 1,Supermarket Type1,1677.816,Non_Perishable,FD,11,12.7,medium
FDD23,9.5,Regular,0.048676324,Starchy Foods,187.7898,OUT035,Small,Tier 2,Supermarket Type1,2057.9878,Non_Perishable,FD,6,19.77,high
DRM35,9.695000000000002,Low Fat,0.070103425,Hard Drinks,179.4344,OUT027,Medium,Tier 3,Supermarket Type3,5888.3352,Non_Perishable,DR,25,18.51,high
DRC25,5.73,Low Fat,0.045556681,Soft Drinks,85.3882,OUT018,Medium,Tier 3,Supermarket Type2,1288.323,Non_Perishable,DR,1,14.9,medium
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.783,OUT049,Medium,Tier 1,Supermarket Type1,2247.075,Non_Perishable,FD,11,5.95,medium
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,OUT013,High,Tier 3,Supermarket Type1,1567.959,Non_Perishable,FD,23,15.6,medium
FDV19,14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,OUT049,Medium,Tier 1,Supermarket Type1,4813.734,Perishable,FD,11,10.84,high
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,OUT049,Medium,Tier 1,Supermarket Type1,1957.452,Perishable,FD,11,21.49,medium
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4228,OUT017,Small,Tier 2,Supermarket Type1,1105.228,Perishable,FD,3,5.49,medium
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,85.2882,OUT045,Small,Tier 2,Supermarket Type1,2061.3168,Non_Perishable,DR,8,14.88,medium
FDA15,9.3,Low Fat,0.015944801,Dairy,249.5092,OUT027,Medium,Tier 3,Supermarket Type3,6474.2392,Perishable,FD,25,26.83,very_high
FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,OUT046,Small,Tier 1,Supermarket Type1,5890.9984,Non_Perishable,FD,13,30.77,very_high
FDJ50,8.645,Low Fat,0.021629781,Canned,51.9982,OUT045,Small,Tier 2,Supermarket Type1,999.3658,Non_Perishable,FD,8,6.01,low
FDT13,14.85,Low Fat,0.032516546,Canned,188.8214,OUT019,Small,Tier 1,Grocery Store,753.6856,Non_Perishable,FD,25,12.72,high
FDN12,15.6,Low Fat,0.081036436,Baking Goods,112.3544,OUT013,High,Tier 3,Supermarket Type1,2572.6512,Non_Perishable,FD,23,7.2,medium
FDD58,7.76,Low Fat,0.059472609,Snack Foods,98.77,OUT045,Small,Tier 2,Supermarket Type1,1298.31,Non_Perishable,FD,8,12.73,medium
FDM04,9.195,Regular,0.047081398,Frozen Foods,51.1666,OUT013,High,Tier 3,Supermarket Type1,1179.1318,Non_Perishable,FD,23,5.56,low
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,Medium,Tier 1,Supermarket Type1,1922.8304,Non_Perishable,FD,11,10.49,medium
FDW28,18.25,Low Fat,0.148673586,Frozen Foods,197.2452,OUT010,Small,Tier 3,Grocery Store,195.7452,Non_Perishable,FD,12,10.81,high
FDA45,21.25,Low Fat,0.156012631,Snack Foods,177.337,OUT018,Medium,Tier 3,Supermarket Type2,2822.992,Non_Perishable,FD,1,8.35,high
NCO26,7.235,No_Fat,0.077011493,Household,117.3492,OUT045,Small,Tier 2,Supermarket Type1,1506.0396,Non_Perishable,NC,8,16.22,medium
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,Small,Tier 2,Supermarket Type1,4681.9056,Perishable,FD,6,9.73,high
FDC50,15.85,Low Fat,0.135836915,Canned,93.8094,OUT027,Medium,Tier 3,Supermarket Type3,3237.1196,Non_Perishable,FD,25,5.92,medium
NCV05,10.1,No_Fat,0.030062224,Health and Hygiene,154.3656,OUT027,Medium,Tier 3,Supermarket Type3,2471.4496,Non_Perishable,NC,25,15.28,high
FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,Medium,Tier 3,Supermarket Type2,644.4944,Non_Perishable,FD,1,4.46,medium
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,High,Tier 3,Supermarket Type1,3563.3616,Perishable,FD,23,21.15,high
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,OUT045,Small,Tier 2,Supermarket Type1,2600.6148,Perishable,FD,8,9.54,high
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,Small,Tier 2,Supermarket Type1,2266.3832,Non_Perishable,FD,6,11.53,medium
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,OUT018,Medium,Tier 3,Supermarket Type2,1911.5118,Non_Perishable,FD,1,8.29,high
NCC30,16.6,No_Fat,0.046161923,Household,176.6344,OUT010,Small,Tier 3,Grocery Store,356.8688,Non_Perishable,NC,12,10.64,high
NCZ17,12.15,No_Fat,0.079592733,Health and Hygiene,37.3506,OUT045,Small,Tier 2,Supermarket Type1,645.1602,Non_Perishable,NC,8,3.07,low
FDZ56,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9474,OUT049,Medium,Tier 1,Supermarket Type1,2863.6058,Perishable,FD,11,10.46,high
NCS05,11.5,No_Fat,0.020960615,Health and Hygiene,133.2942,OUT013,High,Tier 3,Supermarket Type1,2649.884,Non_Perishable,NC,23,11.59,medium
DRC25,5.73,Low Fat,0.047354412,Soft Drinks,87.3882,OUT027,Medium,Tier 3,Supermarket Type3,1374.2112,Non_Perishable,DR,25,15.25,medium
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,Small,Tier 1,Supermarket Type1,1268.349,Perishable,FD,13,6.35,medium
FDB36,5.465,Regular,0.048801674,Baking Goods,132.1626,OUT017,Small,Tier 2,Supermarket Type1,1573.9512,Non_Perishable,FD,3,24.18,medium
FDT37,14.15,Low Fat,0.0332600742,Canned,253.7014,OUT045,Small,Tier 2,Supermarket Type1,5865.0322,Non_Perishable,FD,8,17.93,very_high
FDG47,12.8,Low Fat,0.069605676,Starchy Foods,261.9252,OUT035,Small,Tier 2,Supermarket Type1,4984.1788,Non_Perishable,FD,6,20.46,very_high
FDM45,8.655,Regular,0.088373591,Snack Foods,119.3756,OUT045,Small,Tier 2,Supermarket Type1,1454.1072,Non_Perishable,FD,8,13.79,medium
FDQ40,11.1,Regular,0.035853059,Frozen Foods,176.8712,OUT027,Medium,Tier 3,Supermarket Type3,3691.1952,Non_Perishable,FD,25,15.93,high
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,Medium,Tier 1,Supermarket Type1,396.8168,Non_Perishable,FD,11,21.41,high
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.8756,OUT017,Small,Tier 2,Supermarket Type1,1211.756,Non_Perishable,FD,3,5.87,medium
FDT55,13.6,Regular,0.076434542,Fruits and Vegetables,155.8946,OUT019,Small,Tier 1,Grocery Store,473.3838,Perishable,FD,25,11.46,high
FDH60,19.7,Regular,0.08073703,Baking Goods,197.011,OUT046,Small,Tier 1,Supermarket Type1,3338.987,Non_Perishable,FD,13,10.0,high
FDF57,14.5,Regular,0.05724890688888889,Fruits and Vegetables,169.6448,OUT035,Small,Tier 2,Supermarket Type1,2045.3376,Perishable,FD,6,11.7,high
NCX29,10.0,No_Fat,0.089152528,Health and Hygiene,147.7102,OUT046,Small,Tier 1,Supermarket Type1,437.4306,Non_Perishable,NC,13,14.77,high
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,OUT013,High,Tier 3,Supermarket Type1,2446.815,Non_Perishable,FD,23,20.37,high
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,Medium,Tier 1,Supermarket Type1,2030.69,Perishable,FD,11,4.02,medium
FDL12,15.85,Regular,0.121609722,Baking Goods,60.222,OUT035,Small,Tier 2,Supermarket Type1,539.298,Non_Perishable,FD,6,3.8,low
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,OUT013,High,Tier 3,Supermarket Type1,703.0848,Non_Perishable,FD,23,2.66,low
NCM29,11.5,No_Fat,0.017714096,Health and Hygiene,132.9626,OUT018,Medium,Tier 3,Supermarket Type2,1442.7886,Non_Perishable,NC,1,11.56,medium
FDO24,11.1,Low Fat,0.1529497204,Baking Goods,156.4604,OUT049,Medium,Tier 1,Supermarket Type1,2376.906,Non_Perishable,FD,11,14.1,high
NCJ43,6.635,No_Fat,0.027069402,Household,174.9396,OUT046,Small,Tier 1,Supermarket Type1,1744.396,Non_Perishable,NC,13,26.37,high
FDA37,7.81,Regular,0.055226755,Canned,123.1046,OUT046,Small,Tier 1,Supermarket Type1,871.5322,Non_Perishable,FD,13,15.76,medium
NCM07,9.395,No_Fat,0.040124625,Others,85.1908,OUT018,Medium,Tier 3,Supermarket Type2,1342.2528,Non_Perishable,NC,1,9.07,medium
FDT49,7.0,Low Fat,0.151376958,Canned,108.228,OUT035,Small,Tier 2,Supermarket Type1,1171.808,Non_Perishable,FD,6,15.46,medium
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,Small,Tier 2,Supermarket Type1,4572.0486,Perishable,FD,6,32.42,very_high
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,Medium,Tier 3,Supermarket Type2,265.6542,Perishable,DR,1,2.42,low
NCZ41,19.85,No_Fat,0.06478563,Health and Hygiene,123.7704,OUT017,Small,Tier 2,Supermarket Type1,2503.408,Non_Perishable,NC,3,6.24,medium
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,OUT049,Medium,Tier 1,Supermarket Type1,6050.7904,Non_Perishable,DR,11,19.92,high
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,OUT017,Small,Tier 2,Supermarket Type1,2441.4886,Perishable,FD,3,8.18,medium
FDT60,12.0,Low Fat,0.132275338,Baking Goods,123.8388,OUT019,Small,Tier 1,Grocery Store,123.8388,Non_Perishable,FD,25,10.32,medium
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,Small,Tier 2,Supermarket Type1,1797.66,Non_Perishable,FD,6,13.38,high
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,Small,Tier 1,Supermarket Type1,1926.1594,Non_Perishable,FD,13,15.69,high
FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,OUT013,High,Tier 3,Supermarket Type1,3094.6384,Non_Perishable,FD,23,14.65,very_high
FDS59,14.8,Regular,0.04407225,Breads,109.057,OUT018,Medium,Tier 3,Supermarket Type2,1428.141,Perishable,FD,1,7.37,medium
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,Small,Tier 1,Supermarket Type1,882.8508,Perishable,FD,13,7.63,high
NCM05,6.825,No_Fat,0.059835659,Health and Hygiene,264.3226,OUT035,Small,Tier 2,Supermarket Type1,4229.1616,Non_Perishable,NC,6,38.73,very_high
NCU06,17.6,No_Fat,0.13027716,Household,228.001,OUT019,Small,Tier 1,Grocery Store,1148.505,Non_Perishable,NC,25,12.95,very_high
FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,Medium,Tier 1,Supermarket Type1,1318.284,Non_Perishable,FD,11,5.08,medium
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,High,Tier 3,Supermarket Type1,1720.4272,Non_Perishable,FD,23,10.45,medium
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,OUT017,Small,Tier 2,Supermarket Type1,2807.0128,Non_Perishable,FD,3,8.48,high
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,OUT049,Medium,Tier 1,Supermarket Type1,1508.037,Perishable,FD,11,5.32,medium
DRF49,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,OUT035,Small,Tier 2,Supermarket Type1,1366.2216,Non_Perishable,DR,6,15.74,medium
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,Medium,Tier 3,Supermarket Type2,1470.0864,Perishable,FD,1,9.68,medium
FDB27,7.575,Low Fat,0.055121892,Dairy,196.7768,OUT027,Medium,Tier 3,Supermarket Type3,5912.304,Perishable,FD,25,25.98,high
NCS18,12.65,No_Fat,0.042211119,Household,108.6938,OUT046,Small,Tier 1,Supermarket Type1,1393.5194,Non_Perishable,NC,13,8.59,medium
FDZ49,11.0,Regular,0.132500853,Canned,220.3798,OUT027,Medium,Tier 3,Supermarket Type3,5289.1152,Non_Perishable,FD,25,20.03,very_high
FDN32,17.5,Low Fat,0.015557426,Fruits and Vegetables,184.7266,OUT035,Small,Tier 2,Supermarket Type1,2213.1192,Perishable,FD,6,10.56,high
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,OUT049,Medium,Tier 1,Supermarket Type1,6930.978,Perishable,FD,11,28.5,very_high
NCD31,12.1,No_Fat,0.015497337,Household,165.5526,OUT018,Medium,Tier 3,Supermarket Type2,3453.5046,Non_Perishable,NC,1,13.68,high
NCV30,20.2,No_Fat,0.065612808,Household,62.351,OUT027,Medium,Tier 3,Supermarket Type3,2150.534,Non_Perishable,NC,25,3.09,low
FDY49,17.2,Regular,0.012030747,Canned,166.6184,OUT049,Medium,Tier 1,Supermarket Type1,1155.8288,Non_Perishable,FD,11,9.69,high
FDM10,18.25,Low Fat,0.075603699,Snack Foods,215.1218,OUT027,Medium,Tier 3,Supermarket Type3,3205.827,Non_Perishable,FD,25,11.79,very_high
FDT11,5.94,Regular,0.029372367,Breads,186.7556,OUT046,Small,Tier 1,Supermarket Type1,3942.8676,Perishable,FD,13,31.44,high
FDD39,16.7,Low Fat,0.070096518,Dairy,217.885,OUT013,High,Tier 3,Supermarket Type1,3894.93,Perishable,FD,23,13.05,very_high
NCL31,7.39,No_Fat,0.120258245,Others,141.547,OUT035,Small,Tier 2,Supermarket Type1,2290.352,Non_Perishable,NC,6,19.15,high
FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,OUT035,Small,Tier 2,Supermarket Type1,892.8378,Non_Perishable,FD,6,4.84,medium
NCU18,15.1,No_Fat,0.097768728,Household,142.4496,OUT019,Small,Tier 1,Grocery Store,564.5984,Non_Perishable,NC,25,9.43,high
FDJ58,15.6,Regular,0.104786172,Snack Foods,172.2764,OUT027,Medium,Tier 3,Supermarket Type3,1545.9876,Non_Perishable,FD,25,11.04,high
FDX12,18.2,Regular,0.043626605,Baking Goods,241.4196,OUT010,Small,Tier 3,Grocery Store,482.0392,Non_Perishable,FD,12,13.26,very_high
FDV60,20.2,Regular,0.117839328,Baking Goods,195.211,OUT018,Medium,Tier 3,Supermarket Type2,2356.932,Non_Perishable,FD,1,9.66,high
NCB19,6.525,No_Fat,0.089858447,Household,84.5882,OUT027,Medium,Tier 3,Supermarket Type3,2061.3168,Non_Perishable,NC,25,12.96,medium
FDH45,15.1,Regular,0.185008985,Fruits and Vegetables,42.3796,OUT019,Small,Tier 1,Grocery Store,123.8388,Perishable,FD,25,2.81,low
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,OUT013,High,Tier 3,Supermarket Type1,4566.7222,Perishable,FD,23,13.56,very_high
FDI27,8.71,Regular,0.044328698888888886,Dairy,43.5744,OUT017,Small,Tier 2,Supermarket Type1,498.0184,Perishable,FD,3,5.0,low
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,OUT017,Small,Tier 2,Supermarket Type1,3020.0688,Non_Perishable,FD,3,13.36,very_high
